TestCaseNo,phase,Sample,operatingSystem,HOW,isTrimmed,baseRecalibration,Mapper,M_Version,Variant Caller,VC_Version,ReferenceGenom,Duplicates,Variant Filter,FilterPass,SOMATICfilter,remove_indels,Sort,File Link,Result VCF Count,Kim yaptı :),Slurm_id,Donanım,ElapsedTime
TestCase 535,done,LL,Linux,Local,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1cnVE4SKae8QiBewGD0Xc1imsM7EZuBK2?usp=sharing,,GAMZE,,,
TestCase 536,done,LL,Linux,Local + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/file/d/1AF-smhCPQTFVl2OrP2Mov-0V8mJnyV2k/view?usp=sharing,,GAMZE,,,
TestCase 537,done,LL,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1pIWDGWlcoKUNnJAKSOc37_-zEDUGWZ5_?usp=sharing,,GÜL EDA,658497,s045,0:41:53
TestCase 538,done,EA,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1qNoilbAT8raJ_0la1rI1iixmIoQw8S8A?usp=share_link,,GUL EDA,665289,s065,02:03:41
TestCase 539,done,LL,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1Aw-ZTlLe6wNebyEaBDoN3raM8iKQ0O73?usp=share_link,,GÜL EDA,31619,a065,00:46:35
TestCase 540,done,NC,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1_46ZHyaJP0vB_fDcWcmC6B91FfLGwTjM?usp=sharing,,GÜL EDA,659022,s020,1:09:09
TestCase 541,done,LL,Linux,Local,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1uQXpUBPUeQb3DIZ3zNKgHtDttP1aQsLR?usp=sharing,,GAMZE,,,
TestCase 542,done,LL,Linux,Local + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1p0-jHM2anPGNxL8pBJM3gikfzUZLruj7?usp=sharing,,GAMZE,,,
TestCase 543,done,LL,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1MfHEdTFeU4wK-V1L66mWr_05PGN2FHH3?usp=sharing,,GÜL EDA,658497,s045,0:45:12
TestCase 544,done,EA,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1A4_Qinj_Gsk5trSpwTeIgSq-VR-7giSq?usp=share_link,,GUL EDA,665289,s065,02:14:07
TestCase 545,done,LL,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/11mD0kTguGoMSGLs3s1GOW7Yd9eD1NnnY?usp=share_link,,GÜL EDA,31619,a065,00:49:52
TestCase 546,done,NC,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1PPYgguR-dv3gao7gcaGBOYm7Ph2IRp0Y?usp=sharing,,GÜL EDA,659022,s020,1:12:17
TestCase 547,done,LL,Linux,Local,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1yocjRRVcFHc2OEF8XQxm4BduRX8xES6g?usp=sharing,,GAMZE,,,
TestCase 548,done,LL,Linux,Local + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/file/d/100BXfYDHAIPOAGrY94mxfW0pVV4iOd_J/view?usp=sharing,,GAMZE,,,
TestCase 549,done,LL,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1_xYeQM9TQtbn9EythN36GqKu3uTVQOIQ?usp=sharing,,GÜL EDA,658497,s045,1:32:47
TestCase 550,done,EA,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/13gWhSKZZoHeIUyw7OoBYrKnBvBZJZhx7?usp=share_link,,GUL EDA,665289,s065,04:13:09
TestCase 551,done,LL,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1WtEEA8NVeUAFOokzvCyWqVelVBxmt0Aa?usp=share_link,,GÜL EDA,31619,a065,01:29:18
TestCase 552,done,NC,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1ZIbbiXkiNRGMC7KW9BtwXQvwedEvEb7W?usp=sharing,,GÜL EDA,659022,s020,2:32:16
TestCase 553,done,LL,Linux,Local,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1pLbeNUcwsWo0YFFDwxPlZ7gtKmX2usLt?usp=sharing,,GAMZE,,,
TestCase 554,done,LL,Linux,Local + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1Nr00B-gaIZ3bWS0JOZrgXCbMCG3pp2Y2?usp=sharing,,GAMZE,,,
TestCase 555,done,LL,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/16zrMWdtsp50W8e0kAuF96auAj_a5b92e?usp=sharing,,GÜL EDA,658499,s022,1:46:00
TestCase 556,done,EA,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/10dIv-6-4MngJq0seRl_88xi09ME6-Aa9?usp=share_link,,GUL EDA,665292,s036,05:00:35
TestCase 557,done,LL,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1xortqwpT8_Siawe0tpXEtCtPbpdQO_QK?usp=share_link,,GÜL EDA,31622,a055,01:44:27
TestCase 558,done,NC,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1l8VnXmyRuroC1b7Wsdx1Mt4fvJbvfgRP?usp=sharing,,GÜL EDA,659024,s023,3:01:02
TestCase 559,done,LL,Linux,Local,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1rsHL7baFj2bHOOGDDJkRB4A3AIPrtODX?usp=sharing,,GAMZE,,,
TestCase 560,done,LL,Linux,Local + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/file/d/15p6UrC9o9J7W1YeiU30sG-7OcAcMSuIv/view?usp=sharing,,GAMZE,,,
TestCase 561,done,LL,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1VGjpz-nJGqd1UrLXcRCVQcdj1gvJpV2P?usp=sharing,,GÜL EDA,658499,s022,0:54:24
TestCase 562,done,EA,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1sgY2qvTtxHnprlYI5HUOUp6Tc-FLKK9I?usp=share_link,,GUL EDA,665292,s036,02:50:36
TestCase 563,done,LL,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1H72bH4uOvD-GqZR9CASSTPbdrujHAJQP?usp=share_link,,GÜL EDA,31622,a055,00:54:13
TestCase 564,done,NC,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1C3oPGvj--9dMhpFxCIckfFVO6eqPq-S2?usp=sharing,,GÜL EDA,659024,s023,1:33:52
TestCase 565,done,LL,Linux,Local,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1Yj4EJUv428H5jg6Y9nU7OIaVAOc8-wo0?usp=sharing,,GAMZE,,,
TestCase 566,done,LL,Linux,Local + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1ZrR659aeK0GxckpMLPiiUbo0uVP-GEJe?usp=sharing,,GAMZE,,,
TestCase 567,done,LL,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1k6x6J6v9J248s5cv1lQv3tq6tQUcFd_i?usp=sharing,,GÜL EDA,658499,s022,0:57:22
TestCase 568,done,EA,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/11yrTHd81GT4ttWqJUKqyHLXGFf7YzrwV?usp=share_link,,GUL EDA,665292,s036,02:50:22
TestCase 569,done,LL,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1Lgl6LEE3lowNhYTTutGTEYYCOSgdSYYi?usp=share_link,,GÜL EDA,31622,a055,00:59:33
TestCase 570,done,NC,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1fst5n432Op8RJZKzTgiqaJiGsYK_iuJn?usp=sharing,,GÜL EDA,659024,s023,1:35:26
TestCase 571,done,LL,Linux,Local,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1RJ6Si6xh5NDWUVhOhP2YK6yNc1p4rEOV?usp=sharing,,GAMZE,,,
TestCase 572,done,LL,Linux,Local + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/file/d/1FRPCUuqR9jYQIa0Rl1ART5nMPfyHCFzd/view?usp=sharing,,GAMZE,,,
TestCase 573,done,LL,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1UgHCVyl3RMzA1q4cRZesWR3BWHJvTUuJ?usp=sharing,,GÜL EDA,658499,s022,1:41:31
TestCase 574,done,EA,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1g9Klj-85vWAADnt_LuoWdMt6SazcxXRt?usp=share_link,,GUL EDA,665292,s036,05:01:51
TestCase 575,done,LL,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/14QyS2Ib94CxrGpxWQ0CcOe7rVFzF7Cwh?usp=share_link,,GÜL EDA,31622,a055,01:35:12
TestCase 576,done,NC,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1v8baOzqyXa5BWm8E0ZFVCSZhSPncfBqZ?usp=sharing,,GÜL EDA,659024,s023,2:58:15
TestCase 577,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1oGtpckx9QUKySQAWmZQh-4uthqH8BE8a?usp=share_link,,GUL EDA,665278,s036,04:28:11
TestCase 578,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1LJGEXjKHU2ErnAZrkZ6xyXci0b0uAQYX?usp=share_link,,GUL EDA,665281,s051,04:39:50
TestCase 579,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1AL9WsjNu51PDZ1puv3rNBMuXY1rPuaF9?usp=share_link,,GUL EDA,665279,s041,01:42:01
TestCase 580,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1_uNIkizCQjDynclLIOlZLJYvrA_lim0K?usp=share_link,,GUL EDA,665282,s054,02:00:00
TestCase 581,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/17sQf3fE37_8oO06glqJxLLaEOh_mPEoi?usp=share_link,,GUL EDA,665280,s049,01:52:26
TestCase 582,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1v0V0s9BvhjSd3eSztdrLGdoB8xC1oBP2?usp=share_link,,GUL EDA,665283,s055,02:13:20
TestCase 583,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/10oxlPm5fQeJEvcn2x9DZVXtILtNATyg-?usp=share_link,,GUL EDA,664589,s029,04:25:05
TestCase 584,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1U2RqEmWD2Gx0qGaxE-D2j8N0qZ-zhQX9?usp=share_link,,GUL EDA,664586,s025,04:08:48
TestCase 585,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1mFRtxPD9035XBO6YSeCgvw80a95a_tiz?usp=share_link,,GUL EDA,664587,s026,01:29:18
TestCase 586,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1guIo5gRFlPWil60YiEV5ww5_dOrgErGt?usp=share_link,,GUL EDA,664584,s017,01:47:10
TestCase 587,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1wBcHgV_boPo-bBkhr0dVQNEygFJCx4AN?usp=share_link,,GUL EDA,664588,s027,01:37:58
TestCase 588,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1oDLCKYGk3dJJo9R3C0h_4B-9NOEnOSzc?usp=share_link,,GUL EDA,664585,s019,01:56:03
TestCase 589,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1CAB9xKjsh00BcItrCIl9Yw68x-tBsJ2m?usp=share_link,,GUL EDA,665278,s036,04:22:39
TestCase 590,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1iPfJpFhcbf-1VggxRPfdevOJ23Emqh19?usp=share_link,,GUL EDA,665281,s051,04:22:56
TestCase 591,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1EaHfvZFhawKj4_4s2981XLNxCx9-oiLz?usp=share_link,,GUL EDA,665279,s041,00:43:33
TestCase 592,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1h3kAL9as-l0IiyGM5evKfYXvNSFEyIBx?usp=share_link,,GUL EDA,665282,s054,01:00:39
TestCase 593,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1DPTlkuy4mt1lACPp2bdJLAEOGfPsrY5N?usp=share_link,,GUL EDA,665280,s049,00:54:16
TestCase 594,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1bDHyvDiq2jI0KOxRz1jofVFkYbwtTzDu?usp=share_link,,GUL EDA,665283,s055,01:10:11
TestCase 595,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1GdaP4sFL_MQv4mDuI2rWTaCsD8_mHrBC?usp=share_link,,GUL EDA,664589,s029,04:16:01
TestCase 596,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1-olUZMq23NhMXFd2Z-62JognN0r94X0R?usp=share_link,,GUL EDA,664586,s025,04:02:41
TestCase 597,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/18HyQNR6NQgZCSer3_fGb9CHJPTf2SKLt?usp=share_link,,GUL EDA,664587,s026,00:52:02
TestCase 598,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1Kz9q0u7vDeff3I7zUGpxHKGlOv9oQH_h?usp=share_link,,GUL EDA,664584,s017,00:56:19
TestCase 599,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1rk2WfX9vn3142CQazqb8hqSYeo7-g8kI?usp=share_link,,GUL EDA,664588,s027,00:46:51
TestCase 600,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1OyZ0p2hkt6gEMzWbu5CH25922XW13Skm?usp=share_link,,GUL EDA,664585,s019,01:03:56
TestCase 601,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1kwt9rlfwAQdwaHM7rMVoDc7rEHFXc6v3?usp=share_link,,GUL EDA,665278,s036,06:00:24
TestCase 602,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/13FIQKarikD69dJHzU-pd_xvg8zKTZC2D?usp=share_link,,GUL EDA,665281,s051,05:59:38
TestCase 603,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1hE5dT-X-_218ZV6oKJEuWYpchLrrBE9p?usp=share_link,,GUL EDA,665279,s041,01:42:26
TestCase 604,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1Nc9dVGZRyXDOpezXDdxUeLMmF5t7QWCb?usp=share_link,,GUL EDA,665282,s054,01:55:10
TestCase 605,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1piUMTpuH76Na3Vk3f9jd6BadmrGQoxwF?usp=share_link,,GUL EDA,665280,s049,01:54:24
TestCase 606,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1231RoCDYngf-whBwUCEkUPeX5eOdr4tV?usp=share_link,,GUL EDA,665283,s055,02:08:40
TestCase 607,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1E7BMgYJwNDsd8sHVDrkMjYAliYOdBH2j?usp=share_link,,GUL EDA,664589,s029,05:49:50
TestCase 608,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1EK4hGSLONZNT56xVnO-VVcH5EqXv0Y7l?usp=share_link,,GUL EDA,664586,s025,05:25:47
TestCase 609,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/12Ia4R8Nc0GDydyTNjwbjBrG-pv4IKRbd?usp=share_link,,GUL EDA,664587,s026,01:30:00
TestCase 610,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1JYWRLSm1VuFNZiGpeJrmQRILTytS3ABp?usp=share_link,,GUL EDA,664584,s017,01:42:10
TestCase 611,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1oQGkrg3YoTOCtSk4ftpLMlIdCeCKvSor?usp=share_link,,GUL EDA,664588,s027,01:37:12
TestCase 612,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1YAB-0InymltMtwmjTVYcO7oAQpkJqGw9?usp=share_link,,GUL EDA,664585,s019,01:52:05
TestCase 613,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1XIaK3MnEOlzk-hh8oxJnsQNdJk6NcUjI?usp=share_link,,GUL EDA,665278,s036,06:00:31
TestCase 614,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1YxHGHQTga9f7MFiGuURsH2cmH0r2iRgy?usp=share_link,,GUL EDA,665281,s051,07:07:24
TestCase 615,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1_EUR-gbm4RskWJMyrscogLMZM00ezXoP?usp=share_link,,GUL EDA,665279,s041,00:41:31
TestCase 616,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1lbt5wxzL3eLI8DH6GwqaCFwUUc1Q9K6A?usp=share_link,,GUL EDA,665282,s054,00:58:02
TestCase 617,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1oYeoC-xY5XPjT8nm0a7W0gsO65bgXh_i?usp=share_link,,GUL EDA,665280,s049,00:51:25
TestCase 618,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1uMZzpTNKJzT04hvgDu9IZTplTh12MBuH?usp=share_link,,GUL EDA,665283,s055,01:08:43
TestCase 619,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/11jpR4EEXgP4sKWIcq_AYFq_sekFD6yg5?usp=share_link,,GUL EDA,664589,s029,06:01:37
TestCase 620,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1_BbV-VWGBN9ELsF_sD1lx77YUdjqFc9g?usp=share_link,,GUL EDA,664586,s025,06:30:27
TestCase 621,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1810qdIbGf9wy23kpSCRLtc7-4tLm8jFN?usp=share_link,,GUL EDA,664587,s026,00:36:41
TestCase 622,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1zFLDwumAPkrEi-0yVf9JL_H5SyssfGSW?usp=share_link,,GUL EDA,664584,s017,00:53:30
TestCase 623,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1VNyRvJLa5WTU0jMQKHXotgpMlwubFUNG?usp=share_link,,GUL EDA,664588,s027,00:44:25
TestCase 624,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1gLX5cC_JjbllFcMxAmZ2sUhV8hBMa2Im?usp=share_link,,GUL EDA,664585,s019,01:02:32
TestCase 625,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1KauaXiizEigeV8p7LCGaetRR0i6Oiin8?usp=share_link,,GUL EDA,30434,a068,04:13:45
TestCase 626,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1dKFdcQfvQyJYcwOAWdbMtax18l3X7-h7?usp=share_link,,GUL EDA,30437,a058,03:59:38
TestCase 627,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/13o8n_x3eeR92nORII0QYeV4k5DxO3Jva?usp=share_link,,GUL EDA,30435,a051,01:44:14
TestCase 628,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1WefUpt54aQc-CWAT5gUq48whO41ucmKg?usp=share_link,,GUL EDA,30438,a036,01:53:47
TestCase 629,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1C3yUt2IgM2hxDJXxu053bt3jrwaLcDpq?usp=share_link,,GUL EDA,30436,a057,01:50:21
TestCase 630,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1MrZemJoK0yJkzEJKPtTf3y7W_iOr0S7T?usp=share_link,,GUL EDA,30439,a041,02:04:26
TestCase 631,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1xzVlLTNMPWe3ZxnVTOhK7UbsOCBlH48p?usp=share_link,,GUL EDA,29757,a077,04:01:43
TestCase 632,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1BxWGWSITUNsCFk1Mr32TTC6KLZv2EBYu?usp=share_link,,GUL EDA,29760,a059,03:51:23
TestCase 633,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1SSTLrOpPUSjVrkTsIVydNL3pSHjJusm0?usp=share_link,,GUL EDA,31609,a065,01:35:49
TestCase 634,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1U7DwTC_aKdPVnN6E-fcYLtRXnIidqqNB?usp=share_link,,GUL EDA,29759,a058,01:51:22
TestCase 635,done,FD,Linux,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1kghcWF9-5MO9rsJ6pi5UOVFWF88klLwX?usp=share_link,,GUL EDA,29755,a064,01:44:48
TestCase 636,done,FD,Linux,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1cGzOMafUO-1YWHbnlVTQHLOyGySYwVYg?usp=share_link,,GUL EDA,29758,a078,01:58:47
TestCase 637,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1iOfvLh5MhmXzHpLXnalKqs0m-miAe1YE?usp=share_link,,GUL EDA,30434,a068,03:53:51
TestCase 638,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1X1yFsXY_EVFnYgROeYScIh9Man5V2YId?usp=share_link,,GUL EDA,30437,a058,03:42:20
TestCase 639,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1165R8yNLUCMflnr4T8Ws5nqkrSyC4dLJ?usp=share_link,,GUL EDA,30435,a051,00:49:44
